"Date Printed: Monday, August 10, 2026 2:43:04 PM"
Title: "Chlamydia | Gonorrhea | Primary and Secondary Syphilis | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | 2022 | 2023 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | 15-19 | 20-24 | 25-29""
Footnote(s): 
   NA - Not Applicable.



Indicator,Year,Geography,FIPS,Age Group,Cases,Rate per 100000
"Gonorrhea","2017","Idaho","16","20-24","256","225.5"
"Gonorrhea","2017","Idaho","16","25-29","200","172.3"
"Primary and Secondary Syphilis","2017","Idaho","16","15-19","3","2.5"
"Primary and Secondary Syphilis","2017","Idaho","16","20-24","14","12.3"
"Primary and Secondary Syphilis","2017","Idaho","16","25-29","16","13.8"
"Chlamydia","2017","Illinois","17","15-19","19,917","2385.7"
"Chlamydia","2017","Illinois","17","20-24","28,461","3302.5"
"Chlamydia","2017","Illinois","17","25-29","13,988","1549.4"
"Gonorrhea","2017","Illinois","17","15-19","4,867","583.0"
"Gonorrhea","2017","Illinois","17","20-24","7,347","852.5"
"Gonorrhea","2017","Illinois","17","25-29","5,047","559.0"
"Primary and Secondary Syphilis","2017","Illinois","17","15-19","43","5.2"
"Primary and Secondary Syphilis","2017","Illinois","17","20-24","213","24.7"
"Primary and Secondary Syphilis","2017","Illinois","17","25-29","276","30.6"
"Chlamydia","2017","Indiana","18","15-19","9,817","2150.1"
"Chlamydia","2017","Indiana","18","20-24","13,195","2782.6"
"Chlamydia","2017","Indiana","18","25-29","6,107","1353.7"
"Gonorrhea","2017","Indiana","18","15-19","2,445","535.5"
"Gonorrhea","2017","Indiana","18","20-24","3,631","765.7"
"Gonorrhea","2017","Indiana","18","25-29","2,596","575.4"
"Primary and Secondary Syphilis","2017","Indiana","18","15-19","23","5.0"
"Primary and Secondary Syphilis","2017","Indiana","18","20-24","70","14.8"
"Primary and Secondary Syphilis","2017","Indiana","18","25-29","86","19.1"
"Chlamydia","2017","Iowa","19","15-19","3,863","1807.4"
"Chlamydia","2017","Iowa","19","20-24","5,294","2316.6"
"Chlamydia","2017","Iowa","19","25-29","2,425","1208.5"
"Gonorrhea","2017","Iowa","19","15-19","620","290.1"
"Gonorrhea","2017","Iowa","19","20-24","1,035","452.9"
"Gonorrhea","2017","Iowa","19","25-29","835","416.1"
"Primary and Secondary Syphilis","2017","Iowa","19","15-19","6","2.8"
"Primary and Secondary Syphilis","2017","Iowa","19","20-24","16","7.0"
"Primary and Secondary Syphilis","2017","Iowa","19","25-29","20","10.0"
"Chlamydia","2017","Kansas","20","15-19","3,865","1931.1"
"Chlamydia","2017","Kansas","20","20-24","5,345","2486.2"
"Chlamydia","2017","Kansas","20","25-29","2,349","1211.6"
"Gonorrhea","2017","Kansas","20","15-19","872","435.7"
"Gonorrhea","2017","Kansas","20","20-24","1,342","624.2"
"Gonorrhea","2017","Kansas","20","25-29","922","475.6"
"Primary and Secondary Syphilis","2017","Kansas","20","15-19","7","3.5"
"Primary and Secondary Syphilis","2017","Kansas","20","20-24","26","12.1"
"Primary and Secondary Syphilis","2017","Kansas","20","25-29","27","13.9"
"Chlamydia","2017","Kentucky","21","15-19","5,807","2020.5"
"Chlamydia","2017","Kentucky","21","20-24","7,403","2440.3"
"Chlamydia","2017","Kentucky","21","25-29","3,245","1059.0"
"Gonorrhea","2017","Kentucky","21","15-19","1,343","467.3"
"Gonorrhea","2017","Kentucky","21","20-24","2,117","697.8"
"Gonorrhea","2017","Kentucky","21","25-29","1,527","498.3"
"Primary and Secondary Syphilis","2017","Kentucky","21","15-19","5","1.7"
"Primary and Secondary Syphilis","2017","Kentucky","21","20-24","45","14.8"
"Primary and Secondary Syphilis","2017","Kentucky","21","25-29","63","20.6"
"Chlamydia","2017","Louisiana","22","15-19","11,220","3754.9"
"Chlamydia","2017","Louisiana","22","20-24","12,753","4031.7"
"Chlamydia","2017","Louisiana","22","25-29","5,678","1632.8"
"Gonorrhea","2017","Louisiana","22","15-19","2,812","941.1"
"Gonorrhea","2017","Louisiana","22","20-24","4,091","1293.3"
"Gonorrhea","2017","Louisiana","22","25-29","2,313","665.1"
"Primary and Secondary Syphilis","2017","Louisiana","22","15-19","56","18.7"
"Primary and Secondary Syphilis","2017","Louisiana","22","20-24","171","54.1"
"Primary and Secondary Syphilis","2017","Louisiana","22","25-29","164","47.2"
"Chlamydia","2017","Maine","23","15-19","1,086","1380.5"
"Chlamydia","2017","Maine","23","20-24","1,768","2323.6"
"Chlamydia","2017","Maine","23","25-29","894","1117.7"
"Gonorrhea","2017","Maine","23","15-19","58","73.7"
"Gonorrhea","2017","Maine","23","20-24","131","172.2"
"Gonorrhea","2017","Maine","23","25-29","149","186.3"
"Primary and Secondary Syphilis","2017","Maine","23","15-19","1","1.3"
"Primary and Secondary Syphilis","2017","Maine","23","20-24","12","15.8"
"Primary and Secondary Syphilis","2017","Maine","23","25-29","13","16.3"
"Chlamydia","2017","Maryland","24","15-19","9,440","2466.1"
"Chlamydia","2017","Maryland","24","20-24","12,299","3213.1"
"Chlamydia","2017","Maryland","24","25-29","5,994","1435.1"
"Gonorrhea","2017","Maryland","24","15-19","2,117","553.1"
"Gonorrhea","2017","Maryland","24","20-24","3,158","825.0"
"Gonorrhea","2017","Maryland","24","25-29","2,367","566.7"
"Primary and Secondary Syphilis","2017","Maryland","24","15-19","31","8.1"
"Primary and Secondary Syphilis","2017","Maryland","24","20-24","103","26.9"
"Primary and Secondary Syphilis","2017","Maryland","24","25-29","145","34.7"
"Chlamydia","2017","Massachusetts","25","15-19","6,678","1465.6"
"Chlamydia","2017","Massachusetts","25","20-24","11,363","2299.9"
"Chlamydia","2017","Massachusetts","25","25-29","5,718","1139.3"
"Gonorrhea","2017","Massachusetts","25","15-19","733","160.9"
"Gonorrhea","2017","Massachusetts","25","20-24","1,915","387.6"
"Gonorrhea","2017","Massachusetts","25","25-29","1,802","359.0"
"Primary and Secondary Syphilis","2017","Massachusetts","25","15-19","13","2.9"
"Primary and Secondary Syphilis","2017","Massachusetts","25","20-24","85","17.2"
"Primary and Secondary Syphilis","2017","Massachusetts","25","25-29","127","25.3"
"Chlamydia","2017","Michigan","26","15-19","14,997","2266.4"
"Chlamydia","2017","Michigan","26","20-24","19,316","2739.6"
"Chlamydia","2017","Michigan","26","25-29","9,130","1344.4"
"Gonorrhea","2017","Michigan","26","15-19","3,334","503.8"
"Gonorrhea","2017","Michigan","26","20-24","4,811","682.4"
"Gonorrhea","2017","Michigan","26","25-29","3,467","510.5"
"Primary and Secondary Syphilis","2017","Michigan","26","15-19","39","5.9"
"Primary and Secondary Syphilis","2017","Michigan","26","20-24","103","14.6"
"Primary and Secondary Syphilis","2017","Michigan","26","25-29","107","15.8"
"Chlamydia","2017","Minnesota","27","15-19","5,912","1659.4"
"Chlamydia","2017","Minnesota","27","20-24","8,624","2381.2"
"Chlamydia","2017","Minnesota","27","25-29","4,403","1188.1"
"Gonorrhea","2017","Minnesota","27","15-19","1,166","327.3"
"Gonorrhea","2017","Minnesota","27","20-24","1,745","481.8"
"Gonorrhea","2017","Minnesota","27","25-29","1,351","364.5"
"Primary and Secondary Syphilis","2017","Minnesota","27","15-19","9","2.5"
"Primary and Secondary Syphilis","2017","Minnesota","27","20-24","60","16.6"
"Primary and Secondary Syphilis","2017","Minnesota","27","25-29","69","18.6"
"Chlamydia","2017","Mississippi","28","15-19","7,020","3388.3"
"Chlamydia","2017","Mississippi","28","20-24","8,216","3909.1"
"Chlamydia","2017","Mississippi","28","25-29","3,362","1617.4"
"Gonorrhea","2017","Mississippi","28","15-19","2,183","1053.6"
"Gonorrhea","2017","Mississippi","28","20-24","3,173","1509.7"
"Gonorrhea","2017","Mississippi","28","25-29","1,847","888.6"
"Primary and Secondary Syphilis","2017","Mississippi","28","15-19","34","16.4"
"Primary and Secondary Syphilis","2017","Mississippi","28","20-24","89","42.3"
"Primary and Secondary Syphilis","2017","Mississippi","28","25-29","53","25.5"
"Chlamydia","2017","Missouri","29","15-19","9,615","2449.5"
"Chlamydia","2017","Missouri","29","20-24","12,207","2953.2"
"Chlamydia","2017","Missouri","29","25-29","5,703","1353.9"
"Gonorrhea","2017","Missouri","29","15-19","2,512","640.0"
"Gonorrhea","2017","Missouri","29","20-24","3,811","922.0"
"Gonorrhea","2017","Missouri","29","25-29","2,723","646.4"
"Primary and Secondary Syphilis","2017","Missouri","29","15-19","19","4.8"
"Primary and Secondary Syphilis","2017","Missouri","29","20-24","87","21.0"
"Primary and Secondary Syphilis","2017","Missouri","29","25-29","108","25.6"
"Chlamydia","2017","Montana","30","15-19","1,310","2056.5"
"Chlamydia","2017","Montana","30","20-24","1,604","2186.7"
"Chlamydia","2017","Montana","30","25-29","804","1152.8"
"Gonorrhea","2017","Montana","30","15-19","103","161.7"
"Gonorrhea","2017","Montana","30","20-24","211","287.7"
"Gonorrhea","2017","Montana","30","25-29","183","262.4"
"Primary and Secondary Syphilis","2017","Montana","30","15-19","0","0.0"
"Primary and Secondary Syphilis","2017","Montana","30","20-24","6","8.2"
"Primary and Secondary Syphilis","2017","Montana","30","25-29","13","18.6"
"Chlamydia","2017","Nebraska","31","15-19","2,159","1659.2"
"Chlamydia","2017","Nebraska","31","20-24","3,328","2422.1"
"Chlamydia","2017","Nebraska","31","25-29","1,600","1266.0"
"Gonorrhea","2017","Nebraska","31","15-19","420","322.8"
"Gonorrhea","2017","Nebraska","31","20-24","728","529.8"
"Gonorrhea","2017","Nebraska","31","25-29","593","469.2"
"Primary and Secondary Syphilis","2017","Nebraska","31","15-19","2","1.5"
"Primary and Secondary Syphilis","2017","Nebraska","31","20-24","4","2.9"
"Primary and Secondary Syphilis","2017","Nebraska","31","25-29","13","10.3"
"Chlamydia","2017","Nevada","32","15-19","3,683","2058.9"
"Chlamydia","2017","Nevada","32","20-24","5,626","3111.1"
"Chlamydia","2017","Nevada","32","25-29","3,344","1500.7"
"Gonorrhea","2017","Nevada","32","15-19","721","403.1"
"Gonorrhea","2017","Nevada","32","20-24","1,293","715.0"
"Gonorrhea","2017","Nevada","32","25-29","1,260","565.5"
"Primary and Secondary Syphilis","2017","Nevada","32","15-19","17","9.5"
"Primary and Secondary Syphilis","2017","Nevada","32","20-24","73","40.4"
"Primary and Secondary Syphilis","2017","Nevada","32","25-29","136","61.0"
"Chlamydia","2017","New Hampshire","33","15-19","1,048","1220.5"
"Chlamydia","2017","New Hampshire","33","20-24","1,948","2141.7"
"Chlamydia","2017","New Hampshire","33","25-29","770","913.2"
"Gonorrhea","2017","New Hampshire","33","15-19","40","46.6"
"Gonorrhea","2017","New Hampshire","33","20-24","108","118.7"
"Gonorrhea","2017","New Hampshire","33","25-29","115","136.4"
"Primary and Secondary Syphilis","2017","New Hampshire","33","15-19","0","0.0"
"Primary and Secondary Syphilis","2017","New Hampshire","33","20-24","3","3.3"
"Primary and Secondary Syphilis","2017","New Hampshire","33","25-29","11","13.0"
"Chlamydia","2017","New Jersey","34","15-19","7,365","1316.0"
"Chlamydia","2017","New Jersey","34","20-24","14,281","2561.5"
"Chlamydia","2017","New Jersey","34","25-29","6,997","1223.9"
"Gonorrhea","2017","New Jersey","34","15-19","1,492","266.6"
"Gonorrhea","2017","New Jersey","34","20-24","2,708","485.7"
"Gonorrhea","2017","New Jersey","34","25-29","1,941","339.5"
"Primary and Secondary Syphilis","2017","New Jersey","34","15-19","21","3.8"
"Primary and Secondary Syphilis","2017","New Jersey","34","20-24","98","17.6"
"Primary and Secondary Syphilis","2017","New Jersey","34","25-29","111","19.4"
"Chlamydia","2017","New Mexico","35","15-19","3,447","2476.5"
"Chlamydia","2017","New Mexico","35","20-24","4,646","3225.6"
"Chlamydia","2017","New Mexico","35","25-29","2,673","1842.6"
"Gonorrhea","2017","New Mexico","35","15-19","618","444.0"
"Gonorrhea","2017","New Mexico","35","20-24","1,108","769.3"
"Gonorrhea","2017","New Mexico","35","25-29","988","681.1"
"Primary and Secondary Syphilis","2017","New Mexico","35","15-19","9","6.5"
"Primary and Secondary Syphilis","2017","New Mexico","35","20-24","43","29.9"
"Primary and Secondary Syphilis","2017","New Mexico","35","25-29","39","26.9"
"Chlamydia","2017","New York","36","15-19","27,129","2257.0"
"Chlamydia","2017","New York","36","20-24","38,794","2922.2"
"Chlamydia","2017","New York","36","25-29","23,334","1565.2"
"Gonorrhea","2017","New York","36","15-19","4,571","380.3"
"Gonorrhea","2017","New York","36","20-24","7,986","601.5"
"Gonorrhea","2017","New York","36","25-29","8,165","547.7"
"Primary and Secondary Syphilis","2017","New York","36","15-19","90","7.5"
"Primary and Secondary Syphilis","2017","New York","36","20-24","356","26.8"
"Primary and Secondary Syphilis","2017","New York","36","25-29","568","38.1"
"Chlamydia","2017","North Carolina","37","15-19","18,121","2663.0"
"Chlamydia","2017","North Carolina","37","20-24","24,297","3476.8"
"Chlamydia","2017","North Carolina","37","25-29","11,031","1542.4"
"Gonorrhea","2017","North Carolina","37","15-19","4,209","618.6"
"Gonorrhea","2017","North Carolina","37","20-24","7,186","1028.3"
"Gonorrhea","2017","North Carolina","37","25-29","4,982","696.6"
"Primary and Secondary Syphilis","2017","North Carolina","37","15-19","63","9.3"
"Primary and Secondary Syphilis","2017","North Carolina","37","20-24","250","35.8"
"Primary and Secondary Syphilis","2017","North Carolina","37","25-29","261","36.5"
"Chlamydia","2017","North Dakota","38","15-19","719","1528.4"
"Chlamydia","2017","North Dakota","38","20-24","1,274","1970.2"
"Chlamydia","2017","North Dakota","38","25-29","686","1127.5"
"Gonorrhea","2017","North Dakota","38","15-19","136","289.1"
"Gonorrhea","2017","North Dakota","38","20-24","276","426.8"
"Gonorrhea","2017","North Dakota","38","25-29","235","386.3"
"Primary and Secondary Syphilis","2017","North Dakota","38","15-19","4","8.5"
"Primary and Secondary Syphilis","2017","North Dakota","38","20-24","10","15.5"
"Primary and Secondary Syphilis","2017","North Dakota","38","25-29","4","6.6"
"Chlamydia","2017","Ohio","39","15-19","18,903","2463.0"
"Chlamydia","2017","Ohio","39","20-24","22,924","2992.5"
"Chlamydia","2017","Ohio","39","25-29","10,562","1323.9"
"Gonorrhea","2017","Ohio","39","15-19","4,650","605.9"
"Gonorrhea","2017","Ohio","39","20-24","6,966","909.3"
"Gonorrhea","2017","Ohio","39","25-29","5,142","644.5"
"Primary and Secondary Syphilis","2017","Ohio","39","15-19","29","3.8"
"Primary and Secondary Syphilis","2017","Ohio","39","20-24","167","21.8"
"Primary and Secondary Syphilis","2017","Ohio","39","25-29","205","25.7"
"Chlamydia","2017","Oklahoma","40","15-19","6,120","2323.5"
"Chlamydia","2017","Oklahoma","40","20-24","8,092","2939.3"
"Chlamydia","2017","Oklahoma","40","25-29","3,933","1400.8"
"Gonorrhea","2017","Oklahoma","40","15-19","1,573","597.2"
"Gonorrhea","2017","Oklahoma","40","20-24","2,434","884.1"
"Gonorrhea","2017","Oklahoma","40","25-29","2,073","738.3"
"Primary and Secondary Syphilis","2017","Oklahoma","40","15-19","19","7.2"
"Primary and Secondary Syphilis","2017","Oklahoma","40","20-24","69","25.1"
"Primary and Secondary Syphilis","2017","Oklahoma","40","25-29","86","30.6"
"Chlamydia","2017","Oregon","41","15-19","4,729","1917.9"
"Chlamydia","2017","Oregon","41","20-24","6,339","2389.6"
"Chlamydia","2017","Oregon","41","25-29","3,411","1142.4"
"Gonorrhea","2017","Oregon","41","15-19","499","202.4"
"Gonorrhea","2017","Oregon","41","20-24","1,023","385.6"
"Gonorrhea","2017","Oregon","41","25-29","1,092","365.7"
"Primary and Secondary Syphilis","2017","Oregon","41","15-19","9","3.7"
"Primary and Secondary Syphilis","2017","Oregon","41","20-24","53","20.0"
"Primary and Secondary Syphilis","2017","Oregon","41","25-29","65","21.8"
"Chlamydia","2017","Pennsylvania","42","15-19","15,879","1950.8"
"Chlamydia","2017","Pennsylvania","42","20-24","21,257","2572.1"
"Chlamydia","2017","Pennsylvania","42","25-29","10,386","1193.7"
"Gonorrhea","2017","Pennsylvania","42","15-19","2,608","320.4"
"Gonorrhea","2017","Pennsylvania","42","20-24","4,315","522.1"
"Gonorrhea","2017","Pennsylvania","42","25-29","3,430","394.2"
"Primary and Secondary Syphilis","2017","Pennsylvania","42","15-19","33","4.1"
"Primary and Secondary Syphilis","2017","Pennsylvania","42","20-24","132","16.0"
"Primary and Secondary Syphilis","2017","Pennsylvania","42","25-29","212","24.4"
"Chlamydia","2017","Rhode Island","44","15-19","1,503","2087.0"
"Chlamydia","2017","Rhode Island","44","20-24","2,140","2743.3"
"Chlamydia","2017","Rhode Island","44","25-29","840","1103.5"
"Gonorrhea","2017","Rhode Island","44","15-19","176","244.4"
"Gonorrhea","2017","Rhode Island","44","20-24","300","384.6"
"Gonorrhea","2017","Rhode Island","44","25-29","240","315.3"
"Primary and Secondary Syphilis","2017","Rhode Island","44","15-19","6","8.3"
"Primary and Secondary Syphilis","2017","Rhode Island","44","20-24","16","20.5"
"Primary and Secondary Syphilis","2017","Rhode Island","44","25-29","10","13.1"
"Chlamydia","2017","South Carolina","45","15-19","9,451","2934.6"
"Chlamydia","2017","South Carolina","45","20-24","12,274","3669.6"
"Chlamydia","2017","South Carolina","45","25-29","5,783","1648.3"
"Gonorrhea","2017","South Carolina","45","15-19","2,612","811.0"
"Gonorrhea","2017","South Carolina","45","20-24","4,088","1222.2"
"Gonorrhea","2017","South Carolina","45","25-29","2,703","770.4"
"Primary and Secondary Syphilis","2017","South Carolina","45","15-19","25","7.8"
"Primary and Secondary Syphilis","2017","South Carolina","45","20-24","95","28.4"
"Primary and Secondary Syphilis","2017","South Carolina","45","25-29","71","20.2"
"Chlamydia","2017","South Dakota","46","15-19","1,096","1918.0"
"Chlamydia","2017","South Dakota","46","20-24","1,663","2763.1"
"Chlamydia","2017","South Dakota","46","25-29","852","1467.2"
"Gonorrhea","2017","South Dakota","46","15-19","235","411.3"
"Gonorrhea","2017","South Dakota","46","20-24","372","618.1"
"Gonorrhea","2017","South Dakota","46","25-29","279","480.5"
"Primary and Secondary Syphilis","2017","South Dakota","46","15-19","2","3.5"
"Primary and Secondary Syphilis","2017","South Dakota","46","20-24","13","21.6"
"Primary and Secondary Syphilis","2017","South Dakota","46","25-29","8","13.8"
"Chlamydia","2017","Tennessee","47","15-19","10,060","2369.4"
"Chlamydia","2017","Tennessee","47","20-24","13,594","3044.6"
"Chlamydia","2017","Tennessee","47","25-29","6,353","1314.2"
"Gonorrhea","2017","Tennessee","47","15-19","2,439","574.5"
"Gonorrhea","2017","Tennessee","47","20-24","4,050","907.1"
"Gonorrhea","2017","Tennessee","47","25-29","2,623","542.6"
"Primary and Secondary Syphilis","2017","Tennessee","47","15-19","24","5.7"
"Primary and Secondary Syphilis","2017","Tennessee","47","20-24","118","26.4"
"Primary and Secondary Syphilis","2017","Tennessee","47","25-29","118","24.4"
"Chlamydia","2017","Texas","48","15-19","40,748","2029.4"
"Chlamydia","2017","Texas","48","20-24","56,133","2814.6"
"Chlamydia","2017","Texas","48","25-29","27,842","1308.3"
"Gonorrhea","2017","Texas","48","15-19","9,454","470.8"
"Gonorrhea","2017","Texas","48","20-24","14,633","733.7"
"Gonorrhea","2017","Texas","48","25-29","9,984","469.2"
"Primary and Secondary Syphilis","2017","Texas","48","15-19","131","6.5"
"Primary and Secondary Syphilis","2017","Texas","48","20-24","479","24.0"
